STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ur,Urban audit indicator,cities,Geopolitical entity (declaring),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2016,,27.60,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2017,,28.10,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2018,,28.50,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2022,,33.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2023,,33.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE001C,Tallinn,2024,,33.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2000,,22.05,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2008,,33.80,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2011,,28.40,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2015,,30.70,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2016,,31.60,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2017,,32.80,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2018,,32.10,,b,break in time series,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2022,,35.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2023,,35.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE002C,Tartu,2024,,35.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2011,,23.20,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2015,,22.90,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2016,,23.30,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2017,,23.60,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2018,,24.80,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2022,,31.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2023,,31.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EE003C,Narva,2024,,31.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL001C,Athina (greater city),2004,,33.26,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL001C,Athina (greater city),2011,,45.61,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL002C,Thessaloniki (greater city),1991,,29.72,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL002C,Thessaloniki (greater city),1996,,31.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL002C,Thessaloniki (greater city),2001,,31.56,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL002C,Thessaloniki (greater city),2004,,32.65,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL002C,Thessaloniki (greater city),2011,,48.68,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL003C,Pátra (greater city),1991,,25.80,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL003C,Pátra (greater city),1996,,28.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL003C,Pátra (greater city),2001,,30.08,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL003C,Pátra (greater city),2004,,31.91,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL003C,Pátra (greater city),2011,,46.61,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL004C,Irakleio (greater city),1991,,26.44,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL004C,Irakleio (greater city),1996,,29.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL004C,Irakleio (greater city),2001,,30.76,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL004C,Irakleio (greater city),2004,,32.56,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL004C,Irakleio (greater city),2011,,43.98,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL005C,Larisa,1991,,27.73,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL005C,Larisa,1996,,29.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL005C,Larisa,2001,,30.82,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL005C,Larisa,2004,,32.27,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL005C,Larisa,2011,,42.81,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL006C,Volos (greater city),1991,,27.76,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL006C,Volos (greater city),1996,,30.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL006C,Volos (greater city),2001,,31.85,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL006C,Volos (greater city),2004,,33.62,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL006C,Volos (greater city),2011,,48.58,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL007C,Ioannina (greater city),1991,,26.10,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL007C,Ioannina (greater city),1996,,28.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL007C,Ioannina (greater city),2001,,30.74,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL007C,Ioannina (greater city),2004,,32.60,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL007C,Ioannina (greater city),2011,,46.61,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL008C,Kavala,1991,,29.57,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL008C,Kavala,1996,,31.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL008C,Kavala,2001,,33.20,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL008C,Kavala,2004,,34.74,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL008C,Kavala,2011,,48.86,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL009C,Kalamata,1991,,25.76,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL009C,Kalamata,1996,,28.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL009C,Kalamata,2001,,31.02,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL009C,Kalamata,2004,,33.24,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,EL009C,Kalamata,2011,,50.22,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES001C,Madrid (greater city),2001,,29.91,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES001C,Madrid (greater city),2004,,33.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES001C,Madrid (greater city),2011,,33.47,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES005C,Zaragoza,2001,,30.32,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES005C,Zaragoza,2004,,33.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES005C,Zaragoza,2011,,33.87,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES006C,Málaga,2001,,28.63,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES006C,Málaga,2004,,30.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES006C,Málaga,2011,,33.15,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES007C,Murcia,2001,,30.76,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES007C,Murcia,2004,,37.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES007C,Murcia,2011,,35.83,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES008C,Las Palmas,2001,,27.95,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES008C,Las Palmas,2004,,29.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES008C,Las Palmas,2011,,33.81,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES009C,Valladolid (greater city),2001,,29.72,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES009C,Valladolid (greater city),2004,,35.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES009C,Valladolid (greater city),2011,,35.74,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES010C,Palma de Mallorca,2001,,35.73,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES010C,Palma de Mallorca,2004,,35.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES010C,Palma de Mallorca,2011,,38.34,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES011C,Santiago de Compostela,1991,,25.04,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES011C,Santiago de Compostela,2000,,32.48,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES011C,Santiago de Compostela,2001,,30.55,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES011C,Santiago de Compostela,2004,,34.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES011C,Santiago de Compostela,2011,,37.71,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES012C,Vitoria/Gasteiz,2001,,30.07,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES012C,Vitoria/Gasteiz,2004,,36.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES012C,Vitoria/Gasteiz,2011,,35.97,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES013C,Oviedo,2001,,30.17,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES013C,Oviedo,2004,,36.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES013C,Oviedo,2011,,35.55,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES015C,Santander,2001,,30.05,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES015C,Santander,2004,,31.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES015C,Santander,2011,,35.39,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES016C,Toledo,2001,,32.67,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES016C,Toledo,2004,,42.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES016C,Toledo,2011,,38.07,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES017C,Badajoz,2001,,30.36,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES017C,Badajoz,2004,,36.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES017C,Badajoz,2011,,35.38,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES018C,Logroño,2001,,32.79,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES018C,Logroño,2004,,40.03,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES018C,Logroño,2011,,35.90,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES020C,Córdoba,2004,,32.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES020C,Córdoba,2011,,33.24,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES021C,Alicante/Alacant (greater city),2004,,36.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES021C,Alicante/Alacant (greater city),2011,,37.32,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES022C,Vigo,2004,,35.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES022C,Vigo,2011,,36.41,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES023C,Gijón,2004,,37.00,,e,estimated,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES023C,Gijón,2011,,36.22,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES025C,A Coruña (greater city),2011,,37.12,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES026C,Reus,2011,,35.27,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES027C,Telde,2011,,32.73,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES028C,Lugo,2011,,40.18,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES029C,San Fernando,2011,,30.12,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES030C,Girona (greater city),2011,,36.75,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES031C,Cáceres,2011,,37.16,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES032C,Torrevieja,2011,,35.09,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES033C,"Puerto de Santa María, El",2011,,33.66,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES034C,Avilés (greater city),2011,,34.76,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES035C,Talavera de la Reina,2011,,34.60,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES036C,Palencia,2011,,35.66,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES037C,Ferrol (greater city),2011,,38.75,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES038C,Pontevedra,2011,,37.10,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES039C,Ceuta,2011,,24.22,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES040C,Gandia (greater city),2011,,40.59,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES041C,Guadalajara,2011,,37.53,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES042C,Manresa (greater city),2011,,34.06,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES043C,Ciudad Real,2011,,37.79,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES044C,Benidorm,2011,,33.18,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES045C,Melilla,2011,,27.22,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES046C,Ponferrada,2011,,40.28,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES047C,Zamora,2011,,37.90,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES048C,Fuengirola,2011,,36.33,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES049C,Sanlúcar de Barrameda,2011,,29.31,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES050C,Vilanova i la Geltrú,2011,,36.52,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES051C,"Línea de la Concepción, La",2011,,31.20,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES052C,Torremolinos (greater city),2011,,34.05,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES053C,Irun (greater city),2011,,33.01,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES054C,Granollers (greater city),2011,,33.00,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES055C,Arrecife,2011,,34.16,,,,,
dataflow,ESTAT:URB_CLIVCON(1.0),Living conditions - cities and greater cities,A,Annual,SA1022V,Average area of living accommodation - m²/person,ES057C,Santa Lucía de Tirajana,2011,,35.01,,,,,
